Document Title,Authors,DOI,Link
Schrödinger Dynamics and Berry Phase of Undulatory Locomotion,Cohen A.E.; Hastewell A.D.; Pradhan S.; Flavell S.W.; Dunkel J.,10.1103/PhysRevLett.130.258402,https://www.scopus.com/pages/publications/85164240707?origin=resultslist
"CINTI 2024 - IEEE 24th International Symposium on Computational Intelligence and Informatics, Proceedings",,,https://www.scopus.com/pages/publications/85217529145?origin=resultslist
Material Handling System in Industry 4.0: A Review,Bhandari A.; Kiran T.R.; Allamraju K.V.,10.1063/5.0158513,https://www.scopus.com/pages/publications/85179827282?origin=resultslist
Qrobot: A quantum computing approach in mobile robot order picking and batching problem solver optimization,Atchade-Adelomou P.; Alonso-Linaje G.; Albo-Canals J.; Casado-Fauli D.,10.3390/a14070194,https://www.scopus.com/pages/publications/85109218237?origin=resultslist
A Competent Intelligent Key Cryptography (IKC) Architecture,Rojasree V.; Gnana Jayanthi J.,10.1109/ICCMC51019.2021.9418233,https://www.scopus.com/pages/publications/85105978018?origin=resultslist
"Soft Electronics for Diagnosis, Therapy, and Integrated Systems",Yu X.; Li J.; Huang Y.; Song E.,10.1002/9783527845507,https://www.scopus.com/pages/publications/105024285069?origin=resultslist
Robotic four-dimensional pixel assembly of van der Waals solids,Mannix A.J.; Ye A.; Sung S.H.; Ray A.; Mujid F.; Park C.; Lee M.; Kang J.-H.; Shreiner R.; High A.A.; Muller D.A.; Hovden R.; Park J.,10.1038/s41565-021-01061-5,https://www.scopus.com/pages/publications/85123483356?origin=resultslist
A Novel Processor for Artificial Intelligence Acceleration,Kostadinov A.N.; Kouzaev G.A.,10.37394/23201.2022.21.14,https://www.scopus.com/pages/publications/85134358112?origin=resultslist
"Proceedings of 2021 IEEE AFRICON, AFRICON 2021",,,https://www.scopus.com/pages/publications/85118432512?origin=resultslist
"CREAI 2022 - Proceedings of the 1st Workshop on Artificial Intelligence and Creativity, co-located with 21th International Conference of the Italian Association for Artificial Intelligence, AIxIA 2022",,,https://www.scopus.com/pages/publications/85142848289?origin=resultslist
"5th International Conference on Advances in Distributed Computing and Machine Learning, ICADCML 2024",,,https://www.scopus.com/pages/publications/85197953687?origin=resultslist
Forward kinematics of body posture perception using an improved BP neural network based on a quantum genetic algorithm,Chen B.; Zhang T.; Cong L.; Ma J.; Hu W.,10.1088/1612-202X/ac7f37,https://www.scopus.com/pages/publications/85135205641?origin=resultslist
"4th International Conference on Futuristic Trends in Networks and Computing Technologies, FTNCT 2021",,,https://www.scopus.com/pages/publications/85142715897?origin=resultslist
The Mathematics of Errors,Bouleau N.,10.1007/978-3-030-88575-5,https://www.scopus.com/pages/publications/85158947629?origin=resultslist
Computational Intelligence in Engineering Systems,,,https://www.scopus.com/pages/publications/85142303610?origin=resultslist
Speed-up and suppression effect of side chain in quantum searching on a graph,Zhu J.-H.; Lu L.-H.,10.1063/5.0149835,https://www.scopus.com/pages/publications/85161913711?origin=resultslist
"27th European Conference on Applications of Evolutionary Computation, EvoApplications 2024 held as part of EvoStar 2024",,,https://www.scopus.com/pages/publications/85189505583?origin=resultslist
Heterostructure Engineering of Solution-Processable Semiconductors for Wearable Optoelectronics,Kim H.; Seong S.; Gong X.,10.1021/acsaelm.2c01791,https://www.scopus.com/pages/publications/85151819013?origin=resultslist
"2022 25th International Symposium on Wireless Personal Multimedia Communications, WPMC 2022",,,https://www.scopus.com/pages/publications/85147017519?origin=resultslist
Vibration suppression method for robot drilling based on quantum particle swarm optimization algorithm and kurtosis; [基于量子粒子群算法和峭度的机器人制孔振动抑制方法],Li H.; Yao B.; Ge Y.; Niu T.,10.13465/j.cnki.jvs.2023.21.031,https://www.scopus.com/pages/publications/85173620747?origin=resultslist
Carbon quantum dots inducing formation of β phase in PVDF-HFP to improve the piezoelectric performance,Huang P.; Xu S.; Zhong W.; Fu H.; Luo Y.; Xiao Z.; Zhang M.,10.1016/j.sna.2021.112880,https://www.scopus.com/pages/publications/85107694645?origin=resultslist
A Novel Hybrid Quantum Architecture for Path Planning in Quantum-Enabled Autonomous Mobile Robots,Sarkar M.; Pradhan J.; Kumar Singh A.; Nenavath H.,10.1109/TCE.2024.3423416,https://www.scopus.com/pages/publications/85197493270?origin=resultslist
Modeling and designing a robotic swarm: A quantum computing approach,Mannone M.; Seidita V.; Chella A.,10.1016/j.swevo.2023.101297,https://www.scopus.com/pages/publications/85153521663?origin=resultslist
Adoption of Emerging Technologies in the Service Industries,Jha R.S.; Sahoo P.R.; Rout K.,,https://www.scopus.com/pages/publications/85159603272?origin=resultslist
Collision-free Path Planning in Multi-vehicle Deployments - A Quantum Approach,Rao P.U.; Sodhi B.,10.1109/QCE53715.2022.00019,https://www.scopus.com/pages/publications/85143582658?origin=resultslist
Double-Network Luminescent Films Constructed Using Sulfur Quantum Dots and Lanthanide Complexes,Zhang W.; Liang H.; Qin X.; Yuan J.; Wang X.; Wang Z.; Wang Y.; Zhang J.; Yang D.,10.1021/acsami.2c12490,https://www.scopus.com/pages/publications/85137629711?origin=resultslist
Quantum Artificial Intelligence Based Node Localization Technique for Wireless Networks,Mengash H.A.; Marzouk R.; Hassine S.B.H.; Hilal A.M.; Yaseen I.; Motwakel A.,10.32604/cmc.2022.026464,https://www.scopus.com/pages/publications/85130124671?origin=resultslist
Evaluation of a New CT-Guided Robotic System for Percutaneous Needle Insertion for Thermal Ablation of Liver Tumors: A Prospective Pilot Study,de Baère T.; Roux C.; Deschamps F.; Tselikas L.; Guiu B.,10.1007/s00270-022-03267-z,https://www.scopus.com/pages/publications/85138351194?origin=resultslist
"Industry 4.0 and Beyond - Present Trends, Emerging Solutions and Future Technologies in the Area of the Industrial Automation",Zahariev P.; Hristov G.; Chaisricharoen R.; Bencheva N.; Beloev I.; Zlatov N.; Le C.H.; Georgiev G.; Kinaneva D.,10.1109/ECTIDAMTNCON60518.2024.10479988,https://www.scopus.com/pages/publications/85190682941?origin=resultslist
"14th International Conference ELEKTRO, ELEKTRO 2022 - Proceedings",,,https://www.scopus.com/pages/publications/85133953994?origin=resultslist
Quantum affective processes for multidimensional decision-making,Ho J.K.W.; Hoorn J.F.,10.1038/s41598-022-22855-0,https://www.scopus.com/pages/publications/85142886114?origin=resultslist
"1st International Conference on Advances in Computational Science and Engineering, ICACSE 2020 - Advances in Computational Electrical Engineering",,,https://www.scopus.com/pages/publications/85112607358?origin=resultslist
Australia in 2030: what is our path to health for all?,Backholer K.; Baum F.; Finlay S.M.; Friel S.; Giles-Corti B.; Jones A.; Patrick R.; Shill J.; Townsend B.; Armstrong F.; Baker P.; Bowen K.; Browne J.; Büsst C.; Butt A.; Canuto K.; Canuto K.; Capon A.; Corben K.; Daube M.; Goldfeld S.; Grenfell R.; Gunn L.; Harris P.; Horton K.; Keane L.; Lacy-Nichols J.; Lo S.N.; Lovett R.W.; Lowe M.; Martin J.E.; Neal N.; Peeters A.; Pettman T.; Thoms A.; Thow A.M.T.; Timperio A.; Williams C.; Wright A.; Zapata-Diomedi B.; Demaio S.,10.5694/mja2.51020,https://www.scopus.com/pages/publications/85105030886?origin=resultslist
"7th International Conference on Artificial Intelligence and Security, ICAIS 2021",,,https://www.scopus.com/pages/publications/85112082881?origin=resultslist
The Mathematics of Text Structure,Coecke B.,10.1007/978-3-030-66545-6_6,https://www.scopus.com/pages/publications/85103009619?origin=resultslist
High-performance computing and computational intelligence applications with a multi-chaos perspective,Perri D.; Simonetti M.; Gervasi O.; Tasso S.,10.1016/B978-0-323-90032-4.00010-9,https://www.scopus.com/pages/publications/85126075887?origin=resultslist
"1st International Conference on Advances in Computational Science and Engineering, ICACSE 2020 - Advances in Computational Physics and Material Sciences",,,https://www.scopus.com/pages/publications/85112665663?origin=resultslist
Short-Wave Infrared Synaptic Phototransistor with Ambient Light Adaptability for Flexible Artificial Night Visual System,Huang X.; Liu Y.; Liu G.; Liu K.; Wei X.; Zhu M.; Wen W.; Zhao Z.; Guo Y.; Liu Y.,10.1002/adfm.202208836,https://www.scopus.com/pages/publications/85141216479?origin=resultslist
"Developed Hybrid Self-Organizing Map, Weighed Quantum Particle Swarm Optimization with Improved K-Means Clustering for Document Clustering",Ranjit Kumar K.; Thirumaran S.,10.1109/ICSCAN62807.2024.10894340,https://www.scopus.com/pages/publications/105000284188?origin=resultslist
"7th International Conference on Advanced Computing and Intelligent Engineering, ICACIE 2022",,,https://www.scopus.com/pages/publications/85200332855?origin=resultslist
Prospects and Challenges with Legal Informatics and Legal Metrology Framework in the Context of Industry 6.0,Chourasia S.; Pandey S.M.; Keshri A.K.,10.1007/s12647-023-00664-8,https://www.scopus.com/pages/publications/85160301832?origin=resultslist
A standing molecule as a coherent single-electron field emitter,Esat T.; Knol M.; Leinen P.; Green M.F.B.; Esders M.; Friedrich N.; Maiworm M.; Ferri N.; Chmielniak P.; Sarwar S.; Deilmann T.; Kruger P.; Arefi H.H.; Corken D.; Gardner J.; Schutt K.T.; Rawson J.; Kogerler P.; Rohlfing M.; Findeisen R.; Tkatchenko A.; Muller K.-R.; Maurer R.J.; Wagner C.; Temirov R.; Tautz F.S.,10.1109/IVNC52431.2021.9600722,https://www.scopus.com/pages/publications/85123349625?origin=resultslist
REDUCING INTERRUPTS AMONG ROBOTS IN QUANTUM-BEHAVED SWARM EXPLORATION WITH MR-LEACH,Mehiar D.A.F.; Azizul Z.H.; Kiong L.C.,10.22452/mjcs.vol34no4.1,https://www.scopus.com/pages/publications/85125096623?origin=resultslist
High-Throughput Evaluation of Emission and Structure in Reduced-Dimensional Perovskites,Anwar H.; Johnston A.; Mahesh S.; Singh K.; Wang Z.; Kuntz D.A.; Tamblyn I.; Voznyy O.; Privé G.G.; Sargent E.H.,10.1021/acscentsci.2c00041,https://www.scopus.com/pages/publications/85130422752?origin=resultslist
"3rd International Conference on Futuristic Trends in Network and Communication Technologies, FTNCT 2020",,,https://www.scopus.com/pages/publications/85107314541?origin=resultslist
A Quantum approach for coverage path planning in multi-vehicle deployments,Rao P.U.; Sodhi B.,10.1109/QCE53715.2022.00100,https://www.scopus.com/pages/publications/85143591114?origin=resultslist
RL-QPSO net: deep reinforcement learning-enhanced QPSO for efficient mobile robot path planning,Jing Y.; Weiya L.,10.3389/fnbot.2024.1464572,https://www.scopus.com/pages/publications/85215382390?origin=resultslist
"International Conference on Advanced Computing and Intelligent Technologies, ICACIT 2021",,,https://www.scopus.com/pages/publications/85113373896?origin=resultslist
Integration of Cryptography and Navigation Systems in Unmanned Military Mobile Robots: A Review of Current Trends and Perspectives,Bakyt M.; Moldamurat K.; Konyrkhanova A.; Maidanov A.; Satybaldina D.,,https://www.scopus.com/pages/publications/85192516236?origin=resultslist
High-Throughput Robotic Synthesis and Photoluminescence Characterization of Aqueous Multinary Copper–Silver Indium Chalcogenide Quantum Dots,Stroyuk O.; Raievska O.; Langner S.; Kupfer C.; Barabash A.; Solonenko D.; Azhniuk Y.; Hauch J.; Osvet A.; Batentschuk M.; Zahn D.R.T.; Brabec C.J.,10.1002/ppsc.202100169,https://www.scopus.com/pages/publications/85114103715?origin=resultslist
"Techno-Nationalism: How It’s Reshaping Trade, Geopolitics and Society",Capri A.,,https://www.scopus.com/pages/publications/85214144965?origin=resultslist
"Proceedings of the 6th International Conference on Algorithms, Computing and Systems, ICACS 2022",,,https://www.scopus.com/pages/publications/85147648656?origin=resultslist
"6G Intelligent Healthcare Framework: A Review on Role of Technologies, Challenges and Future Directions",Kharche S.; Kharche J.,10.13052/jmm1550-4646.1931,https://www.scopus.com/pages/publications/85152802415?origin=resultslist
A Survey on Machine Consciousness; [机器意识研究综述],Qin R.-L.; Zhou C.-L.; Chao F.,10.16383/j.aas.c200043,https://www.scopus.com/pages/publications/85102692234?origin=resultslist
Trajectory planning of autonomous mobile robots applying a particle swarm optimization algorithm with peaks of diversity,Fernandes P.B.; Oliveira R.C.L.; Fonseca Neto J.V.,10.1016/j.asoc.2021.108108,https://www.scopus.com/pages/publications/85121906495?origin=resultslist
"Recent Progress of Quantum Dot-Based Photonic Devices and Systems: A Comprehensive Review of Materials, Devices, and Applications",Kim J.; Song S.; Kim Y.-H.; Park S.K.,10.1002/sstr.202000024,https://www.scopus.com/pages/publications/85159675416?origin=resultslist
Data Encryption Technology Analysis of Robot Computer Network Information,Shi Q.; Liu Y.,10.1155/2022/5127989,https://www.scopus.com/pages/publications/85134889419?origin=resultslist
Monitoring particle trajectories for wave function parameter aquisition in quantum edge computation,Itami T.; Matsui N.; Isokawa T.; Kouda N.; Hashimoto T.,10.1080/18824889.2021.1936847,https://www.scopus.com/pages/publications/85117700634?origin=resultslist
Telepresent Agency: Remote Participation in Hybrid Language Classrooms via a Telepresence Robot,Jakonen T.; Jauni H.,10.1007/978-3-031-13847-8_2,https://www.scopus.com/pages/publications/105003324865?origin=resultslist
Multi-Robot Source Location of Scalar Fields by a Novel Swarm Search Mechanism with Collision/Obstacle Avoidance,Li R.-G.; Wu H.-N.,10.1109/TITS.2020.3010056,https://www.scopus.com/pages/publications/85122388747?origin=resultslist
"19th Workshop on Dependable Smart Embedded and Cyber-Physical Systems and Systems-of-Systems, DECSoS 2024, 11th International Workshop on Next Generation of System Assurance Approaches for Critical Systems, SASSUR 2024, Towards A Safer Systems architecture Through Security, TOASTS 2024 and 7th International Workshop on Artificial Intelligence Safety Engineering, WAISE 2024 held in conjunction with the 43rd International Conference on Computer Safety, Reliability, and Security, SAFECOMP 2024",,,https://www.scopus.com/pages/publications/85204650631?origin=resultslist
Quantum Deep Reinforcement Learning for Robot Navigation Tasks,Hohenfeld H.; Heimann D.; Wiebe F.; Kirchner F.,10.1109/ACCESS.2024.3417808,https://www.scopus.com/pages/publications/85196757855?origin=resultslist
Enhanced sensitivity of multifunctional wearable sensor based on Mxene-Ag QDs organo-hydrogel for human-machine interface,Elksass S.; Alkabes H.A.; El-Kelany K.E.; El-Kemary M.,10.1016/j.colsurfa.2023.132389,https://www.scopus.com/pages/publications/85171347445?origin=resultslist
Advanced geophysics used in CO2 storage,Alshuhail A.,10.1016/B978-0-323-95941-4.00020-3,https://www.scopus.com/pages/publications/85212883160?origin=resultslist
Detection in Human-Sensor Systems Under Quantum Prospect Theory Using Bayesian Persuasion Frameworks,Hu Y.; Zhu Q.,10.1109/SSP53291.2023.10208035,https://www.scopus.com/pages/publications/85168875111?origin=resultslist
Robot Calibration Method Based on Extended Kalman Filter-Dual Quantum Behaved Particle Swarm Optimization and Adaptive Neuro-Fuzzy Inference System,Cao H.Q.; Nguyen H.X.; Nguyen T.T.; Nguyen V.Q.; Jeon J.W.,10.1109/ACCESS.2021.3115120,https://www.scopus.com/pages/publications/85115804559?origin=resultslist
"5th International Conference on Industry 4.0 and Smart Manufacturing, ISM 2023",,,https://www.scopus.com/pages/publications/85189781044?origin=resultslist
Design of smart mirror with IoT,Duraisamy K.; Prakash R.K.C.; Prabakaran K.V.; Sarangapani K.R.; Venkatesan K.,10.1063/5.0153156,https://www.scopus.com/pages/publications/85178643627?origin=resultslist
Healthcare Analytics and Advanced Computational Intelligence,Mishra S.; Alharbi M.; Tripathy H.K.; Sahoo B.; Alkhayyat A.,10.1201/9781032624891,https://www.scopus.com/pages/publications/85204868909?origin=resultslist
"2022 7th International Conference on Computational Intelligence and Applications, ICCIA 2022",,,https://www.scopus.com/pages/publications/85136149204?origin=resultslist
Autonomous continuous flow reactor synthesis for scalable atom-precision,Sumpter B.G.; Hong K.; Vasudevan R.K.; Ivanov I.; Advincula R.,10.1016/j.cartre.2022.100234,https://www.scopus.com/pages/publications/85144070499?origin=resultslist
"ICDCS 2024 - 2024 7th International Conference on Devices, Circuits and Systems",,,https://www.scopus.com/pages/publications/85197948295?origin=resultslist
THE NANO-PROBE BY THE PHOTON TRANSPORTATION IN THE DEEP SPACE,Metmati D.,,https://www.scopus.com/pages/publications/85167574641?origin=resultslist
"2022 IEEE 23rd Latin American Test Symposium, LATS 2022",,,https://www.scopus.com/pages/publications/85142815348?origin=resultslist
Approaching Problems with Different Kinds of Petri Net Models,Cuibus O.; Letia T.,10.1109/AQTR55203.2022.9801955,https://www.scopus.com/pages/publications/85134065643?origin=resultslist
Application of metaverse in the healthcare sector to improve quality of life,Ashrafuzzaman M.; Rupanti R.H.; Tasnim N.; Mourin T.T.,10.4018/978-1-6684-7029-9.ch014,https://www.scopus.com/pages/publications/85163357027?origin=resultslist
The Role of Export Controls in Managing Emerging Technology,Shagina M.,10.1007/978-3-031-24673-9_4,https://www.scopus.com/pages/publications/85173394712?origin=resultslist
"2023 International Conference on IT Innovation and Knowledge Discovery, ITIKD 2023",,,https://www.scopus.com/pages/publications/85158164081?origin=resultslist
"Proceedings - 2022 Asia Conference on Algorithms, Computing and Machine Learning, CACML 2022",,,https://www.scopus.com/pages/publications/85137992453?origin=resultslist
The Power of Geometric Algebra Computing: For Engineering and Quantum Computing,Hildenbrand D.,10.1201/9781003139003,https://www.scopus.com/pages/publications/85119692931?origin=resultslist
Multiple‐Valued Logic Modelling for Agents Controlled via Optical Networks,Bykovsky A.Yu.,10.3390/app12031263,https://www.scopus.com/pages/publications/85123346421?origin=resultslist
Preparing for a New World of Work: Leadership Styles Reconfigured in the Digital Age,Benchea L.; Ilie A.G.,10.24818/ejis.2023.10,https://www.scopus.com/pages/publications/85163798739?origin=resultslist
Data intelligence for molecular science; [面向分子科学的数据智能],Li Y.; Jiang J.; Luo Y.,10.1360/TB-2022-1152,https://www.scopus.com/pages/publications/85164270142?origin=resultslist
"5th International Conference on Deep Learning, Artificial Intelligence and Robotics, ICDLAIR 2023",,,https://www.scopus.com/pages/publications/85202494962?origin=resultslist
Carbon Dots-Based Ultrastretchable and Conductive Hydrogels for High-Performance Tactile Sensors and Self-Powered Electronic Skin,Yu Y.; Feng Y.; Liu F.; Wang H.; Yu H.; Dai K.; Zheng G.; Feng W.,10.1002/smll.202204365,https://www.scopus.com/pages/publications/85138552303?origin=resultslist
Cross-sectoral digital platform as a tool for innovation ecosystem development,Gamidullaeva L.; Tolstykh T.; Bystrov A.; Radaykin A.; Shmeleva N.,10.3390/su132111686,https://www.scopus.com/pages/publications/85117621438?origin=resultslist
"International Scientific and Technical Conference - Modern Challenges in Telecommunications, MCiT 2021",,,https://www.scopus.com/pages/publications/85144928016?origin=resultslist
"13th International Symposium on Ambient Intelligence, ISAmI 2022",,,https://www.scopus.com/pages/publications/85148033864?origin=resultslist
ICCCN 2023 - 2023 32nd International Conference on Computer Communications and Networks,,,https://www.scopus.com/pages/publications/85173687000?origin=resultslist
"2nd Southern African Conference on  Artificial Intelligence Research, SACAIR 2021",,,https://www.scopus.com/pages/publications/85125228460?origin=resultslist
Controlled-swap-based and Knowledge Navigated Quantum-inspired Computational Intelligence for Quantum Circuit Optimization,Kuo S.-Y.; Hua C.-Y.; Hsu E.-T.; Chen H.-P.; Shen J.-Y.; Liu C.-L.; Chou Y.-H.; Goan H.-S.,10.1109/FUZZ-IEEE60900.2024.10612170,https://www.scopus.com/pages/publications/85201573211?origin=resultslist
Quantum RoboSound: Auditory Feedback of a Quantum-Driven Robotic Swarm,Mannone M.; Seidita V.; Chella A.,10.1109/RO-MAN53752.2022.9900578,https://www.scopus.com/pages/publications/85140739696?origin=resultslist
Open Architecture/Open Business Model Net-Centric Systems and Defense Transformation 2023,,,https://www.scopus.com/pages/publications/85174164108?origin=resultslist
CEUR Workshop Proceedings,,,https://www.scopus.com/pages/publications/85164124506?origin=resultslist
Optimizing the obstacle avoidance trajectory and positioning error of robotic manipulators using multigroup ant colony and quantum-behaved particle swarm optimization algorithms,Chen Y.-T.; Chen W.-J.,10.24507/ijicic.17.02.595,https://www.scopus.com/pages/publications/85102839483?origin=resultslist
"Everyone in Control, Everywhere [About This Issue]",Sepulchre R.,10.1109/MCS.2022.3216648,https://www.scopus.com/pages/publications/85147673740?origin=resultslist
Harmonic Neural Networks,Ghosh A.; Gentile A.A.; Dagrada M.; Lee C.; Kim S.-H.; Cha H.; Choi Y.; Kim D.; Kye J.-I.; Elfving V.,,https://www.scopus.com/pages/publications/85174406327?origin=resultslist
The Sound of Swarm. Auditory Description of Swarm Robotic Movements,Mannone M.; Seidita V.; Chella A.,10.1145/3596203,https://www.scopus.com/pages/publications/85181488242?origin=resultslist
Optimization design of a parallel surgical robot with remote center of motion,Qiu J.; Wu J.; Zhu B.,10.1016/j.mechmachtheory.2023.105327,https://www.scopus.com/pages/publications/85151350254?origin=resultslist
"4th International Conference on Optical and Wireless Technologies, OWT 2020",,,https://www.scopus.com/pages/publications/85115247908?origin=resultslist
A Single Chip SPAD Based Vision Sensing System With Integrated Memristive Spiking Neuromorphic Processing,Shawkat M.S.A.; Adnan M.M.; Febbo R.D.; Murray J.J.; Rose G.S.,10.1109/ACCESS.2023.3244793,https://www.scopus.com/pages/publications/85149398288?origin=resultslist
Data-driven moment-based control of linear ensemble systems,Vu M.; Singhal B.; Li J.-S.; Zeng S.,10.23919/ACC60939.2024.10644626,https://www.scopus.com/pages/publications/85204450471?origin=resultslist
"2024 IEEE International Conference on Acoustics, Speech, and Signal Processing Workshops, ICASSPW 2024 - Proceedings",,,https://www.scopus.com/pages/publications/105002996320?origin=resultslist
Machine Learning in the Quantum Era,Khurana S.; Nene M.J.,10.1109/INCOFT60753.2023.10425372,https://www.scopus.com/pages/publications/85187401495?origin=resultslist
Self-organized intelligent quantum controller: quantum deep learning and quantum genetic algorithm - QSCOptKBTM toolkit,Korenkov V.V.; Reshetnikov A.G.; Ulyanov S.V.; Zrelov P.V.; Zrelova D.P.,,https://www.scopus.com/pages/publications/85144611672?origin=resultslist
Does Creativity Help Us Survive? A Possible Approach with Quantum-Driven Robots,Mannone M.; Seidita V.; Chella A.,,https://www.scopus.com/pages/publications/85142816658?origin=resultslist
Diamond's sparkle is in more than gemstones,Kramer D.,10.1063/PT.3.4958,https://www.scopus.com/pages/publications/85126387712?origin=resultslist
"Anti-bacterial and multi-functional smart wearable sensor based on organo-hydrogel for diagnosis of the anterior cruciate ligament injuries, and sensing glove for rehabilitation of joints motion",Elksass S.; Alkabes H.A.; El-Kemary N.M.; El-Kelany K.E.; El-Kemary M.,10.1016/j.mtcomm.2022.104131,https://www.scopus.com/pages/publications/85135834409?origin=resultslist
Effects of Quantum Communication in Large-Scale Networks at Minimum Latency,Sekavcnik S.; Notzel J.,10.1109/GCWkshps56602.2022.10008650,https://www.scopus.com/pages/publications/85146904288?origin=resultslist
A Tandem Robotic Arm Inverse Kinematic Solution Based on an Improved Particle Swarm Algorithm,Zhao G.; Jiang D.; Liu X.; Tong X.; Sun Y.; Tao B.; Kong J.; Yun J.; Liu Y.; Fang Z.,10.3389/fbioe.2022.832829,https://www.scopus.com/pages/publications/85123359623?origin=resultslist
Commercial Human Space Exploration Assisted by Artificial Intelligence,Ansari A.; Mainard J.,10.1201/9781003366386-10,https://www.scopus.com/pages/publications/85180047921?origin=resultslist
"ICT infrastructure and innovation: determinants, potentials, and policy implications",Sarangi A.K.; Pradhan R.P.; Misra M.,10.1504/WRSTSD.2023.133888,https://www.scopus.com/pages/publications/85174325284?origin=resultslist
Emotion Generation and Transition of Companion Robots Based on Plutchik's Model and Quantum Circuit Schemes,Yan F.; Yang X.; Li N.; Yu X.; Zhai H.,10.1155/2021/6802521,https://www.scopus.com/pages/publications/85113966417?origin=resultslist
Computational intelligence technologies stack for protecting the critical digital infrastructures against security intrusions,Kalinin M.O.; Krundyshev V.M.,10.1109/WorldS451998.2021.9514004,https://www.scopus.com/pages/publications/85114498265?origin=resultslist
"International Conference on Data Analytics and Insights, ICDAI 2023",,,https://www.scopus.com/pages/publications/85172212610?origin=resultslist
Bio-inspired shape-memory structural color hydrogel film,Wang Y.; Zhang Z.; Chen H.; Zhang H.; Zhang H.; Zhao Y.,10.1016/j.scib.2021.10.010,https://www.scopus.com/pages/publications/85119275032?origin=resultslist
AI-Powered Technology to Combat Covid-19: Ethical Efficacy of Robotics and Humanoids,Mishra N.K.; Saksena P.; Baba M.H.,,https://www.scopus.com/pages/publications/85168949943?origin=resultslist
A Survey of NISQ Era Hybrid Quantum-Classical Machine Learning Research,De Luca G.,10.37965/jait.2021.12002,https://www.scopus.com/pages/publications/85126702887?origin=resultslist
"Conference on Cognitive and Computational Aspects of Situation Management, CogSIMA 2023",,,https://www.scopus.com/pages/publications/85207832975?origin=resultslist
Web 3.0: The Next Generation’s Internet and Understanding the Concept of the Metaverse,Srivastav P.K.; Singhal P.; Roohani B.S.; Sharma N.,10.1201/9781003461418,https://www.scopus.com/pages/publications/85199646610?origin=resultslist
A Review on the Impacts of Artificial Intelligence (AI) on Youth,Mukhopadhyay S.; Chakrabarti A.,10.1007/978-981-99-4969-4_11,https://www.scopus.com/pages/publications/85208351035?origin=resultslist
QPSO-MPC based tracking algorithm for cable-driven continuum robots,Chen Q.; Qin Y.; Li G.,10.3389/fnbot.2022.1014163,https://www.scopus.com/pages/publications/85140843029?origin=resultslist
Chinese and Russian Military Modernization and the Fourth Industrial Revolution,Bitzinger R.A.; Raska M.,10.1007/978-3-030-97012-3_7,https://www.scopus.com/pages/publications/85132905055?origin=resultslist
Quantum Computational Intelligence with Generative AI Image for Human-Machine Interaction,Lee C.-S.; Wang M.-H.; Chiang J.-K.; Kubota N.; Sato-Shimokawara E.; Nojima Y.; Acampora G.; Wu P.-Y.; Chiu S.-C.; Yang S.-C.; Siow C.-Z.,10.1109/FUZZ-IEEE60900.2024.10611970,https://www.scopus.com/pages/publications/85191275657?origin=resultslist
"Proceedings - 2024 International Conference on Control, Robotics and Informatics, ICCRI 2024",,,https://www.scopus.com/pages/publications/105000283123?origin=resultslist
"Multidisciplinary International Conference of Research Applied to Defense and Security, MICRADS 2021",,,https://www.scopus.com/pages/publications/85119319963?origin=resultslist
Path Tracking of an Underwater Snake Robot and Locomotion Efficiency Optimization Based on Improved Pigeon-Inspired Algorithm,Xu B.; Jiao M.; Zhang X.; Zhang D.,10.3390/jmse10010047,https://www.scopus.com/pages/publications/85122882116?origin=resultslist
Black-Box Optimization for Automated Discovery,Terayama K.; Sumita M.; Tamura R.; Tsuda K.,10.1021/acs.accounts.0c00713,https://www.scopus.com/pages/publications/85102965182?origin=resultslist
Boosting responsive deformation of nanochannel membrane actuators by exploiting the surface defects,Chai Z.; Cao J.; Wang Z.; Wang H.; Yan C.; Deng H.,10.1016/j.cej.2023.147890,https://www.scopus.com/pages/publications/85179407250?origin=resultslist
"International Conference on Information Systems and Intelligent Applications, ICISIA 2022",,,https://www.scopus.com/pages/publications/85142750377?origin=resultslist
"11th Annual International Conference on Brain-Inspired Cognitive Architectures for Artificial Intelligence, BICA*AI 2020",,,https://www.scopus.com/pages/publications/85098144542?origin=resultslist
Quantum-Enhanced AI Robotics for Sustainable Agriculture: Pioneering Autonomous Systems in Precision Farming,Khobragade P.; Dhankar P.K.; Titarmare A.; Dhone M.; Thakur S.; Saraf P.,10.1109/ICAIQSA64000.2024.10882412,https://www.scopus.com/pages/publications/105000213231?origin=resultslist
A novel approach of localization with single mobile anchor using quantum-based Salp swarm algorithm in wireless sensor networks,Rani S.; Babbar H.; Kaur P.; Ali Khan A.,10.1007/s00500-023-09261-y,https://www.scopus.com/pages/publications/85173045071?origin=resultslist
Reservoir Computing Based on Spintronics Technology,Taniguchi T.; Tsunegi S.; Miwa S.; Fujii K.; Kubota H.; Nakajima K.,10.1007/978-981-13-1687-6_14,https://www.scopus.com/pages/publications/85112546359?origin=resultslist
Research on Path Planning of Autonomous Mobile Robot Based on Reinforcement Learning,Yang Y.; Ren L.; Chen Z.; Che H.; Dong Z.; Li H.,10.1109/ISCTIS63324.2024.10699065,https://www.scopus.com/pages/publications/85207164133?origin=resultslist
